         1        168        267        253     192.39    262.662    260.219     2.8689     0.8078     590805    95579.1    15.7101         71        418        149        383        192        339     105711      1.106
         2        209        181        126     204.91    178.277     125.44     2.9741     0.8335      93643    12403.4    14.8268        121        276        106        280        111        147    13683.5     1.1032
         3        332        180        119    332.293    180.166     118.45     3.1779      0.932      25297    3319.58    14.2668        282        384        152        211        111        127    3661.63    1.10304
         4        421        114        259    421.862    117.683    254.899     2.5789     0.6778     180077    28750.3    15.1717        382        458         81        205        180        313    31792.9    1.10583
         5        290        124        249    285.668    127.655    246.648     2.7234     0.7167      31021     4890.5    14.4075        237        322         88        175        223        263    5407.59    1.10573
         6        323        285        331     322.94    284.709    330.815     3.5558     1.3324       6197    1114.85    13.8402        309        339        269        300        325        336    1234.51    1.10733
         7        138        289        171    137.742    289.374    170.837     3.1182     0.8557       9848    1391.02    13.8794        116        176        271        307        166        177    1536.15    1.10434
         8        208         71        283    208.077      70.98    283.613     3.2775     1.0242       4248     709.41     13.608        197        220         58         85        278        290    784.769    1.10623
         9        227        227        164    223.146    223.022    163.973     2.5919     0.6456      62599    8756.44    14.6507        149        286        159        256        146        187    9667.96     1.1041
        10        169         96        277    168.811     95.226    276.618     2.8853     0.8295       6539    1080.57    13.7664        149        185         79        111        270        285    1195.26    1.10614
        11        285        322        237    283.913    322.351    237.251      3.235     0.9127       2426    377.611    13.3203        274        297        311        331        233        242    417.456    1.10552
        12         85        296        154     84.799      296.6    154.384     3.2082     0.8819       7672    1057.99    13.7639         71        100        277        316        148        159    1167.93    1.10391
        13         81        318        173     81.447    317.622    172.764     2.9406     0.7749       4924    697.313    13.5691         67         95        302        332        167        179    770.049    1.10431
        14        138        373        322    138.724    372.902    322.689     2.5475      0.779      15180    2698.38    14.1572         91        160        340        405        312        339    2987.57    1.10717
        15        350        199        167    344.753    201.728     169.68     2.6434     0.6652      75389    10663.1    14.7388        286        439        161        256        139        208    11773.9    1.10416
        16        270        231        281    270.218    230.495    281.128     2.9431     0.8556       7478    1244.37     13.831        252        287        214        250        275        287     1376.5    1.10618
        17        345        288        239    344.067    287.693     238.29     2.8927     0.7648       7170    1117.49    13.7726        317        360        275        301        228        247    1235.47    1.10557
        18        302        118        288     302.24    114.744    287.121     2.6775     0.7548      29816    5010.37    14.4228        256        348         54        147        271        306    5543.46     1.1064
        19        385        372        216    385.909    372.422    215.559     2.8823     0.7461       3177    478.769     13.402        374        398        361        386        211        220     529.12    1.10517
        20        343         75        266    343.278     75.838    266.225     2.8077     0.7723       3671    597.078    13.5013        332        360         54         90        262        271    660.449    1.10613
        21        310         97        119    309.491      96.86    118.807     2.7229     0.7314       5977    784.423    13.6145        284        328         79        123        113        124    865.397    1.10323
        22        100        191        127    102.456    188.412     127.25     2.6134     0.6772      27419    3640.15    14.2739         76        135        150        221        112        141    4016.24    1.10332
        23        304        329        132    304.394    328.842    131.905     2.8876     0.7771       3991    533.574    13.4531        287        317        311        342        127        137    588.686    1.10329
        24        104        196        180    104.237    188.948    177.824     2.5971     0.6439      83435    11910.2    14.7841         50        152        116        250        142        205    13153.3    1.10438
        25        133         49        269    132.605     48.469    270.213     2.5449     0.6762      12058    1970.96    14.0073        101        156         27         72        260        282    2180.27     1.1062
        26        252         86        217    252.201     85.803    216.842      2.909     0.7522       2734    412.793    13.3384        241        263         75         97        213        221    456.191    1.10513
        27        346         51        216    345.872     51.117    216.074       2.81     0.7178      11340    1709.63    13.9511        307        369         35         68        209        222    1889.36    1.10513
        28         78         81        330     78.573     81.749     330.29     2.8738     0.9399       3392    609.812    13.5319         66         90         69         93        326        336    675.241    1.10729
        29        293        114        175    291.625     114.45    174.502      2.629     0.6536      16188    2296.74    14.0707        263        318         95        132        158        187    2536.21    1.10426
        30        274        117        205    274.851    117.545    205.051      2.624     0.6498      12986    1926.84    13.9939        241        331         92        138        200        211    2128.72    1.10477
        31        300        360        137    299.075    359.802    137.174     2.8315     0.7504       1675    225.575    13.0757        290        309        348        371        134        141    248.885    1.10333
        32        297        168        280    296.538    168.125    280.526     2.7199     0.7589       4563    758.369    13.6035        281        309        155        184        276        285    838.936    1.10624
        33        288        268        279    288.214    268.181    279.227     2.6467      0.725       3150    522.399    13.4371        277        303        257        281        274        284    577.894    1.10623
        34        169        276        213    169.141     275.85    212.086      2.589     0.6373       5776    865.756    13.6447        155        182        260        289        201        220    956.668    1.10501
        35        233        109        181    233.109    109.333    181.014     2.7137     0.6809       4086    585.503    13.4807        220        246         91        129        175        187    646.549    1.10426
        36        284         74        328    284.256     82.716    328.346     2.5695     0.7929      13077    2344.18     14.098        263        308         41        135        320        335    2595.35    1.10715
        37        104        398        298    104.142    396.867    297.417     2.5565     0.7237      35839    6111.61    14.5052         76        134        352        423        265        323    6762.96    1.10658
        38        331        287        220    330.558    287.662    220.303     2.7041      0.682       4008    608.391    13.4975        316        345        275        303        214        226    672.337    1.10511
        39        412        187        216    412.585    186.729    215.807     2.6435     0.6583       5242    790.138    13.6079        400        427        169        201        211        221    873.212    1.10514
        40        264        243        322    263.407    243.759    322.478     2.6865     0.8305       4259    756.195    13.6115        251        275        218        257        318        329    837.112    1.10701
        41         73        334        292     72.352    331.117     289.37     2.6005     0.7266      30999    5221.89    14.4372         47         94        283        361        266        304     5777.6    1.10642
        42        318        190        238    318.359    189.384    238.437     2.7645     0.7154       3569    556.456    13.4632        307        330        177        205        234        245    615.207    1.10558
        43        206        154        186      205.7    153.752     185.83     2.6698     0.6618       1699     245.15    13.1001        195        217        143        163        183        188    270.759    1.10446
        44         68        337        322      68.13    336.505    323.551     2.3052     0.6674      20962    3725.35    14.2826         47         95        305        373        305        339    4124.45    1.10713
        45        128        454        273    126.347    453.647    281.275     2.3892      0.635      92605    15373.8    14.8941         72        172        429        479        227        339      17008     1.1063
        46        343        126        261    342.944    125.654    261.069     2.6836     0.7116       1323    213.499    13.0467        332        352        116        135        259        265    236.134    1.10602
        47        249        417        147    249.314    416.664    147.199     2.6484     0.6721       3050    416.372    13.3315        238        260        404        431        142        152    459.628    1.10389
        48        112         77        134    114.372     76.703    133.452     2.5429     0.6456       7372    987.756    13.7031         91        148         62         94        129        139    1089.96    1.10347
        49        199        228        265    198.897    227.776    264.979     2.4295     0.6253       2283    370.544    13.2745        186        214        217        239        262        271    409.859     1.1061
        50        362         48        256    361.888      47.34    254.998     2.6945     0.7068       4268    682.088    13.5505        349        374         27         60        250        260    754.447    1.10608
        51        171        285        148    171.017     285.56    147.883     2.7419     0.7034       3442    470.444    13.3887        157        187        273        297        143        152    519.335    1.10393
        52        411        272        147    411.013    271.586    147.191     2.6728     0.6796       1829    249.772    13.1106        404        418        262        280        143        152    275.729    1.10392
        53        233        386        247    231.447    385.906    246.682     2.4888     0.6246       4095    646.364     13.516        204        253        370        399        243        250    714.723    1.10576
        54        169        209        122    169.602    208.643    121.838     2.5457     0.6546       4363    575.139    13.4694        140        183        187        223        118        127     634.46    1.10314
        55        238        278        333    239.242    278.237    332.704     2.3926     0.7228       1551    279.755    13.1656        229        254        269        288        327        335     309.81    1.10744
        56        112        175        216    113.145    171.546    216.661     2.4711     0.5995      25796    3892.43    14.2924         87        143        112        224        207        225    4301.46    1.10508
        57        292        174        332    291.979    174.371    332.587     2.5784      0.803       1952     352.26    13.2762        270        303        165        194        329        338    390.011    1.10717
        58        267        189        144     266.58    189.072     143.57     2.5268     0.6319       5057    687.341    13.5437        251        279        171        208        139        149    758.426    1.10342
        59        290         95        133    289.871     94.939    133.321     2.4919     0.6264       6478    867.921    13.6443        277        302         71        126        126        145    957.887    1.10366
