# Peak  xc   yc   zc  bxc      byc      bzc       sc       dc         npx      vol      mass   min_xc max_xc min_yc max_yc min_zc max_zc
    1  168  267  253  192.390  262.662  260.219   2.8689   0.8078   590805  95579.1357  15.7101     71    418    149    383    192    339
    2  209  181  126  204.910  178.277  125.440   2.9741   0.8335    93643  12403.4246  14.8268    121    276    106    280    111    147
    3  332  180  119  332.293  180.166  118.450   3.1779   0.9320    25297   3319.5796  14.2668    282    384    152    211    111    127
    4  421  114  259  421.862  117.683  254.899   2.5789   0.6778   180077  28750.2874  15.1717    382    458     81    205    180    313
    5  290  124  249  285.668  127.655  246.648   2.7234   0.7167    31021   4890.5018  14.4075    237    322     88    175    223    263
    6  323  285  331  322.940  284.709  330.815   3.5558   1.3324     6197   1114.8523  13.8402    309    339    269    300    325    336
    7  138  289  171  137.742  289.374  170.837   3.1182   0.8557     9848   1391.0171  13.8794    116    176    271    307    166    177
    8  208   71  283  208.077   70.980  283.613   3.2775   1.0242     4248    709.4100  13.6080    197    220     58     85    278    290
    9  227  227  164  223.146  223.022  163.973   2.5919   0.6456    62599   8756.4446  14.6507    149    286    159    256    146    187
   10  169   96  277  168.811   95.226  276.618   2.8853   0.8295     6539   1080.5661  13.7664    149    185     79    111    270    285
   11  285  322  237  283.913  322.351  237.251   3.2350   0.9127     2426    377.6107  13.3203    274    297    311    331    233    242
   12   85  296  154   84.799  296.600  154.384   3.2082   0.8819     7672   1057.9904  13.7639     71    100    277    316    148    159
   13   81  318  173   81.447  317.622  172.764   2.9406   0.7749     4924    697.3134  13.5691     67     95    302    332    167    179
   14  138  373  322  138.724  372.902  322.689   2.5475   0.7790    15180   2698.3805  14.1572     91    160    340    405    312    339
   15  350  199  167  344.753  201.728  169.680   2.6434   0.6652    75389  10663.1412  14.7388    286    439    161    256    139    208
   16  270  231  281  270.218  230.495  281.128   2.9431   0.8556     7478   1244.3745  13.8310    252    287    214    250    275    287
   17  345  288  239  344.067  287.693  238.290   2.8927   0.7648     7170   1117.4901  13.7726    317    360    275    301    228    247
   18  302  118  288  302.240  114.744  287.121   2.6775   0.7548    29816   5010.3678  14.4228    256    348     54    147    271    306
   19  385  372  216  385.909  372.422  215.559   2.8823   0.7461     3177    478.7691  13.4020    374    398    361    386    211    220
   20  343   75  266  343.278   75.838  266.225   2.8077   0.7723     3671    597.0777  13.5013    332    360     54     90    262    271
   21  310   97  119  309.491   96.860  118.807   2.7229   0.7314     5977    784.4235  13.6145    284    328     79    123    113    124
   22  100  191  127  102.456  188.412  127.250   2.6134   0.6772    27419   3640.1493  14.2739     76    135    150    221    112    141
   23  304  329  132  304.394  328.842  131.905   2.8876   0.7771     3991    533.5737  13.4531    287    317    311    342    127    137
   24  104  196  180  104.237  188.948  177.824   2.5971   0.6439    83435  11910.1817  14.7841     50    152    116    250    142    205
   25  133   49  269  132.605   48.469  270.213   2.5449   0.6762    12058   1970.9616  14.0073    101    156     27     72    260    282
   26  252   86  217  252.201   85.803  216.842   2.9090   0.7522     2734    412.7934  13.3384    241    263     75     97    213    221
   27  346   51  216  345.872   51.117  216.074   2.8100   0.7178    11340   1709.6302  13.9511    307    369     35     68    209    222
   28   78   81  330   78.573   81.749  330.290   2.8738   0.9399     3392    609.8123  13.5319     66     90     69     93    326    336
   29  293  114  175  291.625  114.450  174.502   2.6290   0.6536    16188   2296.7411  14.0707    263    318     95    132    158    187
   30  274  117  205  274.851  117.545  205.051   2.6240   0.6498    12986   1926.8382  13.9939    241    331     92    138    200    211
   31  300  360  137  299.075  359.802  137.174   2.8315   0.7504     1675    225.5754  13.0757    290    309    348    371    134    141
   32  297  168  280  296.538  168.125  280.526   2.7199   0.7589     4563    758.3694  13.6035    281    309    155    184    276    285
   33  288  268  279  288.214  268.181  279.227   2.6467   0.7250     3150    522.3995  13.4371    277    303    257    281    274    284
   34  169  276  213  169.141  275.850  212.086   2.5890   0.6373     5776    865.7563  13.6447    155    182    260    289    201    220
   35  233  109  181  233.109  109.333  181.014   2.7137   0.6809     4086    585.5028  13.4807    220    246     91    129    175    187
   36  284   74  328  284.256   82.716  328.346   2.5695   0.7929    13077   2344.1774  14.0980    263    308     41    135    320    335
   37  104  398  298  104.142  396.867  297.417   2.5565   0.7237    35839   6111.6064  14.5052     76    134    352    423    265    323
   38  331  287  220  330.558  287.662  220.303   2.7041   0.6820     4008    608.3906  13.4975    316    345    275    303    214    226
   39  412  187  216  412.585  186.729  215.807   2.6435   0.6583     5242    790.1375  13.6079    400    427    169    201    211    221
   40  264  243  322  263.407  243.759  322.478   2.6865   0.8305     4259    756.1947  13.6115    251    275    218    257    318    329
   41   73  334  292   72.352  331.117  289.370   2.6005   0.7266    30999   5221.8922  14.4372     47     94    283    361    266    304
   42  318  190  238  318.359  189.384  238.437   2.7645   0.7154     3569    556.4562  13.4632    307    330    177    205    234    245
